"field" "id" "type" "subtype" "period" "route"
"1162" "SMC-SC9" 94270 "B" "B2" 1.38753 "./data/SMC-SC9-94270.dat"
"1163" "SMC-SC9" 102485 "B" "B1" 2.22568 "./data/SMC-SC9-102485.dat"
"1164" "SMC-SC9" 134276 "B" "B2" 1.52955 "./data/SMC-SC9-134276.dat"
"1165" "SMC-SC9" 102475 "B" "B1" 2.80227 "./data/SMC-SC9-102475.dat"
"1166" "SMC-SC9" 94263 "B" "B2" 1.6209 "./data/SMC-SC9-94263.dat"
"1167" "SMC-SC9" 94240 "B" "B2" 2.15601 "./data/SMC-SC9-94240.dat"
"1168" "SMC-SC9" 96989 "B" "B2" 1.32289 "./data/SMC-SC9-96989.dat"
"1169" "SMC-SC9" 94336 "B" "B1" 3.32782 "./data/SMC-SC9-94336.dat"
"1170" "SMC-SC9" 97015 "B" "B2" 1.45479 "./data/SMC-SC9-97015.dat"
"1171" "SMC-SC9" 134229 "C" "C1" 7.4169 "./data/SMC-SC9-134229.dat"
"1172" "SMC-SC9" 168347 "B" "B1" 3.3556 "./data/SMC-SC9-168347.dat"
"1173" "SMC-SC9" 163578 "B" "B2" 5.09339 "./data/SMC-SC9-163578.dat"
"1174" "SMC-SC9" 136472 "B" "B2" 2.69427 "./data/SMC-SC9-136472.dat"
"1175" "SMC-SC9" 175450 "B" "B2" 1.60384 "./data/SMC-SC9-175450.dat"
"1176" "SMC-SC9" 170787 "B" "B1" 5.04953 "./data/SMC-SC9-170787.dat"
"1177" "SMC-SC9" 136523 "B" "B2" 1.77126 "./data/SMC-SC9-136523.dat"
"1178" "SMC-SC9" 170780 "C" "C1" 9.087 "./data/SMC-SC9-170780.dat"
"1179" "SMC-SC9" 146932 "B" "B2" 6.91151 "./data/SMC-SC9-146932.dat"
"1180" "SMC-SC9" 144126 "B" "B1" 3.20611 "./data/SMC-SC9-144126.dat"
"1181" "SMC-SC9" 149726 "B" "B1" 2.973 "./data/SMC-SC9-149726.dat"
"1182" "SMC-SC9" 170824 "B" "B1" 2.56627 "./data/SMC-SC9-170824.dat"
"1183" "SMC-SC9" 138915 "B" "B1" 3.97143 "./data/SMC-SC9-138915.dat"
"1184" "SMC-SC9" 138908 "B" "B2" 2.64466 "./data/SMC-SC9-138908.dat"
"1185" "SMC-SC9" 144129 "B" "B3" 3.09889 "./data/SMC-SC9-144129.dat"
"1186" "SMC-SC9" 155855 "B" "B1" 17.1986 "./data/SMC-SC9-155855.dat"
"1187" "SMC-SC9" 144123 "B" "B2" 2.90522 "./data/SMC-SC9-144123.dat"
"1188" "SMC-SC9" 175366 "B" "B2" 2.67828 "./data/SMC-SC9-175366.dat"
"1189" "SMC-SC9" 138937 "B" "B2" 2.27794 "./data/SMC-SC9-138937.dat"
"1190" "SMC-SC9" 146940 "B" "B2" 3.59175 "./data/SMC-SC9-146940.dat"
"1191" "LMC-SC9" 45301 "D" "D" 3.99572 "./data/LMC-SC9-45301.dat"
"1192" "LMC-SC9" 38558 "B" "B1" 3.03363 "./data/LMC-SC9-38558.dat"
"1193" "LMC-SC9" 58697 "C" "C1" 6.87866 "./data/LMC-SC9-58697.dat"
"1194" "LMC-SC9" 65304 "C" "C1" 9.99343 "./data/LMC-SC9-65304.dat"
"1195" "LMC-SC9" 71784 "B" "B1" 3.48752 "./data/LMC-SC9-71784.dat"
"1196" "LMC-SC9" 65386 "B" "B2" 1.92847 "./data/LMC-SC9-65386.dat"
"1197" "LMC-SC9" 90526 "B" "B1" 3.19764 "./data/LMC-SC9-90526.dat"
"1198" "LMC-SC9" 65307 "C" "C1" 9.30352 "./data/LMC-SC9-65307.dat"
"1199" "LMC-SC9" 166047 "B" "B1" 2.77928 "./data/LMC-SC9-166047.dat"
"1200" "LMC-SC9" 146976 "B" "B1" 1.9873 "./data/LMC-SC9-146976.dat"
"1201" "LMC-SC9" 237192 "B" "B1" 4.00835 "./data/LMC-SC9-237192.dat"
"1202" "LMC-SC9" 250313 "B" "B1" 3.35977 "./data/LMC-SC9-250313.dat"
"1203" "LMC-SC9" 198335 "B" "B1" 5.19144 "./data/LMC-SC9-198335.dat"
"1204" "LMC-SC9" 257206 "B" "B1" 2.91639 "./data/LMC-SC9-257206.dat"
"1205" "LMC-SC9" 223916 "B" "B2" 1.85809 "./data/LMC-SC9-223916.dat"
"1206" "LMC-SC9" 250286 "B" "B1" 4.90836 "./data/LMC-SC9-250286.dat"
"1207" "LMC-SC9" 257262 "B" "B1" 2.90817 "./data/LMC-SC9-257262.dat"
"1208" "LMC-SC9" 269545 "B" "B1" 3.71317 "./data/LMC-SC9-269545.dat"
"1209" "LMC-SC9" 257189 "B" "B1" 5.1487 "./data/LMC-SC9-257189.dat"
"1210" "LMC-SC9" 204218 "C" "C1" 6.83291 "./data/LMC-SC9-204218.dat"
"1211" "LMC-SC9" 379149 "B" "B2" 3.83652 "./data/LMC-SC9-379149.dat"
"1212" "LMC-SC9" 349918 "B" "B1" 3.88027 "./data/LMC-SC9-349918.dat"
"1213" "LMC-SC9" 304869 "B" "B1" 2.55341 "./data/LMC-SC9-304869.dat"
"1214" "LMC-SC9" 379150 "B" "B1" 3.61618 "./data/LMC-SC9-379150.dat"
"1215" "LMC-SC9" 326454 "B" "B1" 3.36818 "./data/LMC-SC9-326454.dat"
"1216" "LMC-SC9" 326516 "B" "B1" 2.31107 "./data/LMC-SC9-326516.dat"
"1217" "LMC-SC9" 379131 "B" "B1" 3.33832 "./data/LMC-SC9-379131.dat"
"1218" "LMC-SC9" 391734 "B" "B2" 4.1537 "./data/LMC-SC9-391734.dat"
"1219" "LMC-SC9" 372286 "B" "B2" 3.17634 "./data/LMC-SC9-372286.dat"
"1220" "LMC-SC8" 64709 "B" "B1" 5.39627 "./data/LMC-SC8-64709.dat"
"1221" "LMC-SC9" 349881 "B" "B1" 5.39603 "./data/LMC-SC9-349881.dat"
"1222" "LMC-SC8" 33692 "B" "B3" 1.8765 "./data/LMC-SC8-33692.dat"
"1223" "LMC-SC8" 33629 "C" "C1" 7.88292 "./data/LMC-SC8-33629.dat"
"1224" "LMC-SC8" 21319 "B" "B1" 5.42859 "./data/LMC-SC8-21319.dat"
"1225" "LMC-SC8" 52641 "A" "A1" 3.18348 "./data/LMC-SC8-52641.dat"
"1226" "LMC-SC8" 86096 "A" "A1" 3.8223 "./data/LMC-SC8-86096.dat"
"1227" "LMC-SC8" 64736 "B" "B1" 3.44635 "./data/LMC-SC8-64736.dat"
"1228" "LMC-SC8" 52582 "D" "D" 7.97858 "./data/LMC-SC8-52582.dat"
"1229" "LMC-SC8" 27430 "B" "B1" 3.91829 "./data/LMC-SC8-27430.dat"
"1230" "LMC-SC8" 33708 "B" "B2" 3.21865 "./data/LMC-SC8-33708.dat"
"1231" "LMC-SC8" 64724 "B" "B1" 4.6228 "./data/LMC-SC8-64724.dat"
"1232" "LMC-SC8" 39745 "A" "A1" 6.89 "./data/LMC-SC8-39745.dat"
"1233" "LMC-SC8" 52604 "B" "B1" 4.43522 "./data/LMC-SC8-52604.dat"
"1234" "LMC-SC8" 64734 "B" "B1" 3.53975 "./data/LMC-SC8-64734.dat"
"1235" "LMC-SC8" 112083 "B" "B2" 2.98282 "./data/LMC-SC8-112083.dat"
"1236" "LMC-SC8" 145094 "C" "C1" 7.28978 "./data/LMC-SC8-145094.dat"
"1237" "LMC-SC8" 162069 "C" "C1" 11.08945 "./data/LMC-SC8-162069.dat"
"1238" "LMC-SC8" 162155 "B" "B1" 2.29501 "./data/LMC-SC8-162155.dat"
"1239" "LMC-SC8" 132537 "A" "A1" 4.28705 "./data/LMC-SC8-132537.dat"
"1240" "LMC-SC8" 145110 "B" "B1" 3.4468 "./data/LMC-SC8-145110.dat"
"1241" "LMC-SC8" 112084 "B" "B1" 3.24218 "./data/LMC-SC8-112084.dat"
"1242" "LMC-SC8" 118595 "C" "C1" 6.4516 "./data/LMC-SC8-118595.dat"
"1243" "LMC-SC8" 132583 "B" "B1" 4.15491 "./data/LMC-SC8-132583.dat"
"1244" "LMC-SC8" 95310 "A" "A1" 7.90667 "./data/LMC-SC8-95310.dat"
"1245" "LMC-SC8" 167854 "B" "B1" 3.02822 "./data/LMC-SC8-167854.dat"
"1246" "LMC-SC8" 162087 "B" "B1" 4.81002 "./data/LMC-SC8-162087.dat"
"1247" "LMC-SC8" 111959 "C" "C1" 8.67357 "./data/LMC-SC8-111959.dat"
"1248" "LMC-SC8" 173034 "B" "B1" 2.89577 "./data/LMC-SC8-173034.dat"
"1249" "LMC-SC8" 145100 "C" "C1" 6.77663 "./data/LMC-SC8-145100.dat"
"1250" "LMC-SC8" 167797 "B" "B1" 5.68496 "./data/LMC-SC8-167797.dat"
"1251" "LMC-SC8" 118587 "C" "C1" 6.16522 "./data/LMC-SC8-118587.dat"
"1252" "LMC-SC8" 162176 "B" "B1" 3.48603 "./data/LMC-SC8-162176.dat"
"1253" "LMC-SC8" 111955 "C" "C1" 10.25259 "./data/LMC-SC8-111955.dat"
"1254" "LMC-SC8" 145136 "B" "B1" 2.81786 "./data/LMC-SC8-145136.dat"
"1255" "LMC-SC8" 173028 "B" "B1" 3.08807 "./data/LMC-SC8-173028.dat"
"1256" "LMC-SC8" 230925 "C" "C1" 7.67915 "./data/LMC-SC8-230925.dat"
"1257" "LMC-SC8" 224912 "B" "B1" 4.71766 "./data/LMC-SC8-224912.dat"
"1258" "LMC-SC8" 254032 "A" "A1" 9.2029 "./data/LMC-SC8-254032.dat"
"1259" "LMC-SC8" 224901 "C" "C1" 7.52789 "./data/LMC-SC8-224901.dat"
"1260" "LMC-SC8" 192761 "B" "B1" 3.9768 "./data/LMC-SC8-192761.dat"
"1261" "LMC-SC8" 312226 "B" "B1" 6.15394 "./data/LMC-SC8-312226.dat"
"1262" "LMC-SC8" 318794 "B" "B1" 3.60737 "./data/LMC-SC8-318794.dat"
"1263" "LMC-SC8" 298804 "B" "B1" 3.56955 "./data/LMC-SC8-298804.dat"
"1264" "LMC-SC8" 331753 "B" "B1" 2.88734 "./data/LMC-SC8-331753.dat"
"1265" "LMC-SC8" 331780 "B" "B1" 3.02532 "./data/LMC-SC8-331780.dat"
"1266" "LMC-SC8" 331791 "B" "B1" 2.90381 "./data/LMC-SC8-331791.dat"
"1267" "LMC-SC8" 298699 "B" "B1" 4.79323 "./data/LMC-SC8-298699.dat"
"1268" "LMC-SC8" 337513 "B" "B1" 2.97955 "./data/LMC-SC8-337513.dat"
"1269" "LMC-SC8" 318671 "C" "C1" 8.17005 "./data/LMC-SC8-318671.dat"
"1270" "LMC-SC8" 337497 "B" "B1" 3.07789 "./data/LMC-SC8-337497.dat"
"1271" "LMC-SC7" 86332 "B" "B1" 3.07787 "./data/LMC-SC7-86332.dat"
"1272" "LMC-SC7" 55965 "B" "B3" 5.38312 "./data/LMC-SC7-55965.dat"
"1273" "LMC-SC8" 312191 "B" "B3" 5.38328 "./data/LMC-SC8-312191.dat"
"1274" "LMC-SC7" 93939 "B" "B2" 3.41987 "./data/LMC-SC7-93939.dat"
"1275" "LMC-SC8" 337546 "B" "B2" 3.41976 "./data/LMC-SC8-337546.dat"
"1276" "LMC-SC7" 6487 "B" "B1" 2.78737 "./data/LMC-SC7-6487.dat"
"1277" "LMC-SC7" 79610 "B" "B1" 3.28909 "./data/LMC-SC7-79610.dat"
"1278" "LMC-SC8" 326025 "B" "B2" 3.28918 "./data/LMC-SC8-326025.dat"
"1279" "LMC-SC7" 6477 "B" "B1" 5.5753 "./data/LMC-SC7-6477.dat"
"1280" "LMC-SC7" 21803 "A" "A2" 3.34031 "./data/LMC-SC7-21803.dat"
"1281" "LMC-SC7" 64918 "B" "B1" 3.36583 "./data/LMC-SC7-64918.dat"
"1282" "LMC-SC7" 47466 "B" "B2" 1.30877 "./data/LMC-SC7-47466.dat"
"1283" "LMC-SC7" 30199 "B" "B1" 4.10536 "./data/LMC-SC7-30199.dat"
"1284" "LMC-SC7" 6475 "C" "C1" 8.4592 "./data/LMC-SC7-6475.dat"
"1285" "LMC-SC7" 6499 "B" "B1" 3.04584 "./data/LMC-SC7-6499.dat"
"1286" "LMC-SC7" 30200 "B" "B2" 3.28632 "./data/LMC-SC7-30200.dat"
"1287" "LMC-SC7" 21841 "B" "B1" 4.81308 "./data/LMC-SC7-21841.dat"
"1288" "LMC-SC7" 79631 "B" "B1" 2.48512 "./data/LMC-SC7-79631.dat"
"1289" "LMC-SC7" 55964 "C" "C1" 6.73433 "./data/LMC-SC7-55964.dat"
"1290" "LMC-SC7" 21940 "B" "B1" 3.79062 "./data/LMC-SC7-21940.dat"
"1291" "LMC-SC7" 120458 "B" "B3" 2.83181 "./data/LMC-SC7-120458.dat"
"1292" "LMC-SC7" 126926 "B" "B2" 2.20564 "./data/LMC-SC7-126926.dat"
"1293" "LMC-SC7" 184038 "C" "C1" 13.51351 "./data/LMC-SC7-184038.dat"
"1294" "LMC-SC7" 165501 "A" "A1" 4.37815 "./data/LMC-SC7-165501.dat"
"1295" "LMC-SC7" 157381 "B" "B1" 3.4819 "./data/LMC-SC7-157381.dat"
"1296" "LMC-SC7" 126780 "B" "B2" 2.98019 "./data/LMC-SC7-126780.dat"
"1297" "LMC-SC7" 149485 "B" "B1" 3.26787 "./data/LMC-SC7-149485.dat"
"1298" "LMC-SC7" 174573 "B" "B1" 3.76557 "./data/LMC-SC7-174573.dat"
"1299" "LMC-SC7" 142153 "C" "C1" 6.45673 "./data/LMC-SC7-142153.dat"
"1300" "LMC-SC7" 303837 "B" "B1" 2.96047 "./data/LMC-SC7-303837.dat"
"1301" "LMC-SC7" 318572 "B" "B1" 3.64694 "./data/LMC-SC7-318572.dat"
"1302" "LMC-SC7" 262813 "B" "B1" 4.2054 "./data/LMC-SC7-262813.dat"
"1303" "LMC-SC7" 295263 "B" "B1" 1.98396 "./data/LMC-SC7-295263.dat"
"1304" "LMC-SC7" 278113 "B" "B1" 3.72421 "./data/LMC-SC7-278113.dat"
"1305" "LMC-SC7" 318535 "B" "B1" 3.78799 "./data/LMC-SC7-318535.dat"
"1306" "LMC-SC7" 332035 "B" "B2" 2.9389 "./data/LMC-SC7-332035.dat"
"1307" "LMC-SC7" 325360 "A" "A1" 2.64961 "./data/LMC-SC7-325360.dat"
"1308" "LMC-SC7" 303841 "B" "B1" 2.72814 "./data/LMC-SC7-303841.dat"
"1309" "LMC-SC7" 262801 "B" "B1" 5.50738 "./data/LMC-SC7-262801.dat"
"1310" "LMC-SC7" 303743 "B" "B1" 3.49735 "./data/LMC-SC7-303743.dat"
"1311" "LMC-SC7" 270379 "C" "C1" 13.28339 "./data/LMC-SC7-270379.dat"
"1312" "LMC-SC7" 262785 "B" "B1" 5.58236 "./data/LMC-SC7-262785.dat"
"1313" "LMC-SC7" 318528 "B" "B1" 5.57234 "./data/LMC-SC7-318528.dat"
"1314" "LMC-SC7" 286535 "B" "B1" 5.10046 "./data/LMC-SC7-286535.dat"
"1315" "LMC-SC7" 331967 "B" "B1" 3.29933 "./data/LMC-SC7-331967.dat"
"1316" "LMC-SC7" 286532 "A" "A1" 21.60845 "./data/LMC-SC7-286532.dat"
"1317" "LMC-SC7" 447530 "A" "A2" 4.50969 "./data/LMC-SC7-447530.dat"
"1318" "LMC-SC7" 472701 "B" "B1" 5.1029 "./data/LMC-SC7-472701.dat"
"1319" "LMC-SC7" 460292 "B" "B2" 1.27491 "./data/LMC-SC7-460292.dat"
"1320" "LMC-SC7" 388032 "B" "B1" 5.66859 "./data/LMC-SC7-388032.dat"
"1321" "LMC-SC7" 424946 "B" "B2" 3.10548 "./data/LMC-SC7-424946.dat"
"1322" "LMC-SC7" 397050 "A" "A1" 3.53205 "./data/LMC-SC7-397050.dat"
"1323" "LMC-SC7" 424890 "B" "B1" 2.61978 "./data/LMC-SC7-424890.dat"
"1324" "LMC-SC7" 447521 "B" "B1" 4.73475 "./data/LMC-SC7-447521.dat"
"1325" "LMC-SC6" 102424 "B" "B2" 4.79637 "./data/LMC-SC6-102424.dat"
"1326" "LMC-SC7" 432869 "B" "B1" 4.79696 "./data/LMC-SC7-432869.dat"
"1327" "LMC-SC6" 118107 "C" "C1" 15.5483 "./data/LMC-SC6-118107.dat"
"1328" "LMC-SC7" 447509 "C" "C1" 15.54851 "./data/LMC-SC7-447509.dat"
"1329" "LMC-SC6" 102475 "B" "B1" 3.35922 "./data/LMC-SC6-102475.dat"
"1330" "LMC-SC7" 440072 "B" "B2" 3.35898 "./data/LMC-SC7-440072.dat"
"1331" "LMC-SC6" 11 "C" "C1" 6.48199 "./data/LMC-SC6-11.dat"
"1332" "LMC-SC6" 66641 "B" "B1" 2.71388 "./data/LMC-SC6-66641.dat"
"1333" "LMC-SC6" 66530 "C" "C2" 8.69372 "./data/LMC-SC6-66530.dat"
"1334" "LMC-SC6" 149085 "B" "B1" 3.1934 "./data/LMC-SC6-149085.dat"
"1335" "LMC-SC6" 149023 "C" "C1" 6.39017 "./data/LMC-SC6-149023.dat"
"1336" "LMC-SC6" 156009 "B" "B1" 3.88564 "./data/LMC-SC6-156009.dat"
"1337" "LMC-SC6" 170439 "B" "B2" 4.26399 "./data/LMC-SC6-170439.dat"
"1338" "LMC-SC6" 149017 "C" "C1" 6.4156 "./data/LMC-SC6-149017.dat"
"1339" "LMC-SC6" 135720 "B" "B1" 5.48026 "./data/LMC-SC6-135720.dat"
"1340" "LMC-SC6" 242748 "B" "B1" 2.85193 "./data/LMC-SC6-242748.dat"
"1341" "LMC-SC6" 254057 "B" "B1" 3.38313 "./data/LMC-SC6-254057.dat"
"1342" "LMC-SC6" 254054 "B" "B1" 3.09206 "./data/LMC-SC6-254054.dat"
"1343" "LMC-SC6" 254091 "B" "B1" 2.93396 "./data/LMC-SC6-254091.dat"
"1344" "LMC-SC6" 260688 "B" "B1" 3.01606 "./data/LMC-SC6-260688.dat"
"1345" "LMC-SC6" 242764 "B" "B2" 2.60608 "./data/LMC-SC6-242764.dat"
"1346" "LMC-SC6" 253982 "B" "B2" 2.88334 "./data/LMC-SC6-253982.dat"
"1347" "LMC-SC6" 296003 "B" "B1" 3.86933 "./data/LMC-SC6-296003.dat"
"1348" "LMC-SC6" 337291 "B" "B1" 3.1176 "./data/LMC-SC6-337291.dat"
"1349" "LMC-SC6" 397681 "B" "B1" 2.9885 "./data/LMC-SC6-397681.dat"
"1350" "LMC-SC6" 447868 "B" "B1" 3.26794 "./data/LMC-SC6-447868.dat"
"1351" "LMC-SC6" 377097 "B" "B1" 3.01105 "./data/LMC-SC6-377097.dat"
"1352" "LMC-SC6" 370053 "B" "B1" 3.09197 "./data/LMC-SC6-370053.dat"
"1353" "LMC-SC6" 377104 "B" "B2" 2.8585 "./data/LMC-SC6-377104.dat"
"1354" "LMC-SC6" 356428 "B" "B1" 3.90219 "./data/LMC-SC6-356428.dat"
"1355" "LMC-SC6" 422348 "C" "C1" 5.63875 "./data/LMC-SC6-422348.dat"
"1356" "LMC-SC6" 363198 "B" "B1" 3.24923 "./data/LMC-SC6-363198.dat"
"1357" "LMC-SC6" 404591 "C" "C1" 6.63242 "./data/LMC-SC6-404591.dat"
"1358" "LMC-SC6" 440314 "B" "B1" 3.71218 "./data/LMC-SC6-440314.dat"
"1359" "LMC-SC6" 384159 "B" "B1" 2.57456 "./data/LMC-SC6-384159.dat"
"1360" "LMC-SC5" 6197 "B" "B1" 2.71916 "./data/LMC-SC5-6197.dat"
"1361" "LMC-SC6" 356421 "B" "B1" 2.71909 "./data/LMC-SC6-356421.dat"
"1362" "LMC-SC6" 377026 "B" "B1" 5.73913 "./data/LMC-SC6-377026.dat"
"1363" "LMC-SC5" 26913 "B" "B1" 5.73854 "./data/LMC-SC5-26913.dat"
"1364" "LMC-SC5" 16 "B" "B2" 3.16732 "./data/LMC-SC5-16.dat"
"1365" "LMC-SC5" 12 "B" "B2" 3.23227 "./data/LMC-SC5-12.dat"
"1366" "LMC-SC5" 19 "B" "B2" 2.97304 "./data/LMC-SC5-19.dat"
"1367" "LMC-SC5" 63 "B" "B2" 3.35425 "./data/LMC-SC5-63.dat"
"1368" "LMC-SC5" 19786 "B" "B1" 3.56713 "./data/LMC-SC5-19786.dat"
"1369" "LMC-SC6" 369970 "B" "B1" 3.56717 "./data/LMC-SC6-369970.dat"
"1370" "LMC-SC5" 19806 "B" "B1" 2.58067 "./data/LMC-SC5-19806.dat"
"1371" "LMC-SC6" 369993 "B" "B2" 2.5807 "./data/LMC-SC6-369993.dat"
"1372" "LMC-SC5" 12934 "B" "B1" 4.83109 "./data/LMC-SC5-12934.dat"
"1373" "LMC-SC5" 76136 "B" "B2" 2.44415 "./data/LMC-SC5-76136.dat"
"1374" "LMC-SC5" 58237 "B" "B1" 3.81884 "./data/LMC-SC5-58237.dat"
"1375" "LMC-SC5" 13053 "B" "B2" 2.65592 "./data/LMC-SC5-13053.dat"
"1376" "LMC-SC5" 67063 "C" "C1" 7.3939 "./data/LMC-SC5-67063.dat"
"1377" "LMC-SC5" 99645 "B" "B1" 2.65611 "./data/LMC-SC5-99645.dat"
"1378" "LMC-SC5" 49713 "B" "B1" 3.66119 "./data/LMC-SC5-49713.dat"
"1379" "LMC-SC5" 26915 "B" "B1" 5.62565 "./data/LMC-SC5-26915.dat"
"1380" "LMC-SC5" 41285 "B" "B1" 4.33283 "./data/LMC-SC5-41285.dat"
"1381" "LMC-SC5" 93 "B" "B1" 2.75104 "./data/LMC-SC5-93.dat"
"1382" "LMC-SC5" 94 "B" "B1" 2.66854 "./data/LMC-SC5-94.dat"
"1383" "LMC-SC5" 106159 "B" "B1" 4.61999 "./data/LMC-SC5-106159.dat"
"1384" "LMC-SC5" 99563 "B" "B1" 3.34573 "./data/LMC-SC5-99563.dat"
"1385" "LMC-SC5" 76001 "B" "B1" 3.06673 "./data/LMC-SC5-76001.dat"
"1386" "LMC-SC5" 106184 "B" "B1" 5.06341 "./data/LMC-SC5-106184.dat"
"1387" "LMC-SC5" 193998 "B" "B3" 1.31288 "./data/LMC-SC5-193998.dat"
"1388" "LMC-SC5" 118857 "B" "B1" 2.78684 "./data/LMC-SC5-118857.dat"
"1389" "LMC-SC5" 138033 "B" "B1" 4.06416 "./data/LMC-SC5-138033.dat"
"1390" "LMC-SC5" 118861 "B" "B1" 2.99676 "./data/LMC-SC5-118861.dat"
"1391" "LMC-SC5" 124645 "B" "B1" 3.34851 "./data/LMC-SC5-124645.dat"
"1392" "LMC-SC5" 145323 "B" "B1" 2.53844 "./data/LMC-SC5-145323.dat"
"1393" "LMC-SC5" 145264 "C" "C1" 5.73165 "./data/LMC-SC5-145264.dat"
"1394" "LMC-SC5" 220851 "C" "C2" 19.167 "./data/LMC-SC5-220851.dat"
"1395" "LMC-SC5" 201322 "A" "A1" 4.93953 "./data/LMC-SC5-201322.dat"
"1396" "LMC-SC5" 138037 "B" "B1" 5.4922 "./data/LMC-SC5-138037.dat"
"1397" "LMC-SC5" 131209 "B" "B1" 4.4837 "./data/LMC-SC5-131209.dat"
"1398" "LMC-SC5" 338247 "B" "B1" 3.32076 "./data/LMC-SC5-338247.dat"
"1399" "LMC-SC5" 238336 "B" "B1" 3.40961 "./data/LMC-SC5-238336.dat"
"1400" "LMC-SC5" 327787 "B" "B1" 3.89853 "./data/LMC-SC5-327787.dat"
"1401" "LMC-SC5" 251617 "B" "B1" 2.07537 "./data/LMC-SC5-251617.dat"
"1402" "LMC-SC5" 267140 "B" "B1" 4.82018 "./data/LMC-SC5-267140.dat"
"1403" "LMC-SC5" 315434 "C" "C1" 13.12514 "./data/LMC-SC5-315434.dat"
"1404" "LMC-SC5" 267138 "C" "C1" 6.0208 "./data/LMC-SC5-267138.dat"
"1405" "LMC-SC5" 275412 "B" "B1" 2.37496 "./data/LMC-SC5-275412.dat"
"1406" "LMC-SC5" 416554 "C" "C1" 7.77074 "./data/LMC-SC5-416554.dat"
"1407" "LMC-SC5" 372083 "B" "B1" 5.67416 "./data/LMC-SC5-372083.dat"
"1408" "LMC-SC5" 399066 "B" "B2" 5.4073 "./data/LMC-SC5-399066.dat"
"1409" "LMC-SC5" 399079 "B" "B1" 3.95347 "./data/LMC-SC5-399079.dat"
"1410" "LMC-SC5" 432746 "C" "C1" 6.69708 "./data/LMC-SC5-432746.dat"
"1411" "LMC-SC5" 399097 "B" "B1" 4.07161 "./data/LMC-SC5-399097.dat"
"1412" "LMC-SC5" 356870 "B" "B1" 2.93873 "./data/LMC-SC5-356870.dat"
"1413" "LMC-SC5" 399077 "B" "B1" 3.77933 "./data/LMC-SC5-399077.dat"
"1414" "LMC-SC5" 455916 "C" "C1" 9.56961 "./data/LMC-SC5-455916.dat"
"1415" "LMC-SC4" 13514 "A" "A2" 5.00702 "./data/LMC-SC4-13514.dat"
"1416" "LMC-SC5" 343036 "A" "A1" 5.00672 "./data/LMC-SC5-343036.dat"
"1417" "LMC-SC4" 53458 "C" "C1" 6.61962 "./data/LMC-SC4-53458.dat"
"1418" "LMC-SC4" 71658 "B" "B1" 2.86812 "./data/LMC-SC4-71658.dat"
"1419" "LMC-SC4" 53468 "B" "B1" 5.93565 "./data/LMC-SC4-53468.dat"
"1420" "LMC-SC4" 105884 "B" "B2" 1.87451 "./data/LMC-SC4-105884.dat"
"1421" "LMC-SC4" 53514 "B" "B1" 5.97551 "./data/LMC-SC4-53514.dat"
"1422" "LMC-SC4" 53552 "B" "B1" 5.22583 "./data/LMC-SC4-53552.dat"
"1423" "LMC-SC4" 45203 "B" "B1" 1.15916 "./data/LMC-SC4-45203.dat"
"1424" "LMC-SC4" 62567 "B" "B1" 2.94654 "./data/LMC-SC4-62567.dat"
"1425" "LMC-SC4" 53546 "B" "B1" 6.40602 "./data/LMC-SC4-53546.dat"
"1426" "LMC-SC4" 6353 "B" "B1" 4.07697 "./data/LMC-SC4-6353.dat"
"1427" "LMC-SC4" 44876 "C" "C1" 6.05549 "./data/LMC-SC4-44876.dat"
"1428" "LMC-SC4" 53528 "B" "B1" 9.37703 "./data/LMC-SC4-53528.dat"
"1429" "LMC-SC4" 36266 "A" "A1" 6.80614 "./data/LMC-SC4-36266.dat"
"1430" "LMC-SC4" 44867 "C" "C2" 7.18188 "./data/LMC-SC4-44867.dat"
"1431" "LMC-SC4" 53518 "B" "B3" 5.56684 "./data/LMC-SC4-53518.dat"
"1432" "LMC-SC4" 53527 "C" "C1" 7.68466 "./data/LMC-SC4-53527.dat"
"1433" "LMC-SC4" 41 "B" "B1" 3.37454 "./data/LMC-SC4-41.dat"
"1434" "LMC-SC4" 105767 "B" "B1" 3.98662 "./data/LMC-SC4-105767.dat"
"1435" "LMC-SC4" 176266 "C" "C1" 8.80196 "./data/LMC-SC4-176266.dat"
"1436" "LMC-SC4" 219811 "A" "A1" 6.31046 "./data/LMC-SC4-219811.dat"
"1437" "LMC-SC4" 167947 "B" "B1" 4.68002 "./data/LMC-SC4-167947.dat"
"1438" "LMC-SC4" 167923 "C" "C1" 12.36042 "./data/LMC-SC4-167923.dat"
"1439" "LMC-SC4" 176264 "C" "C1" 7.29458 "./data/LMC-SC4-176264.dat"
"1440" "LMC-SC4" 176276 "B" "B1" 5.60185 "./data/LMC-SC4-176276.dat"
"1441" "LMC-SC4" 194399 "B" "B1" 5.04519 "./data/LMC-SC4-194399.dat"
"1442" "LMC-SC4" 295958 "B" "B1" 5.28458 "./data/LMC-SC4-295958.dat"
"1443" "LMC-SC4" 296040 "B" "B2" 4.0437 "./data/LMC-SC4-296040.dat"
"1444" "LMC-SC4" 331610 "C" "C1" 7.75408 "./data/LMC-SC4-331610.dat"
"1445" "LMC-SC4" 296047 "B" "B1" 3.08651 "./data/LMC-SC4-296047.dat"
"1446" "LMC-SC4" 314629 "B" "B1" 4.15579 "./data/LMC-SC4-314629.dat"
